item_id,rating
http://www.wikidata.org/entity/Q104123,5.0
http://www.wikidata.org/entity/Q11621,4.7898455367991595
http://www.wikidata.org/entity/Q134773,4.702759643511623
http://www.wikidata.org/entity/Q5887360,4.660984933597451
http://www.wikidata.org/entity/Q44578,4.614028605804959
http://www.wikidata.org/entity/Q165651,4.587113857230901
http://www.wikidata.org/entity/Q117315,4.556370497192134
http://www.wikidata.org/entity/Q104137,4.530394436325899
http://www.wikidata.org/entity/Q20856802,4.522113840575784
http://www.wikidata.org/entity/Q109331,4.510238310548361
http://www.wikidata.org/entity/Q188718,4.501634973965529
http://www.wikidata.org/entity/Q103474,4.468938986581103
http://www.wikidata.org/entity/Q20456,4.456345834763392
http://www.wikidata.org/entity/Q212775,4.440838314748264
http://www.wikidata.org/entity/Q323827,4.438848733570957
http://www.wikidata.org/entity/Q180098,4.413900984172846
http://www.wikidata.org/entity/Q201215,4.367338862941683
http://www.wikidata.org/entity/Q63026,4.363037688956254
http://www.wikidata.org/entity/Q918363,4.362803726440729
http://www.wikidata.org/entity/Q108525,4.335298316796572
http://www.wikidata.org/entity/Q2875,4.328657365674513
http://www.wikidata.org/entity/Q208266,4.3268356577148825
http://www.wikidata.org/entity/Q107270,4.322868199205246
http://www.wikidata.org/entity/Q319783,4.316959269407345
http://www.wikidata.org/entity/Q2296064,4.299827816341029
http://www.wikidata.org/entity/Q228186,4.292220018054055
http://www.wikidata.org/entity/Q15648198,4.266829703681109
http://www.wikidata.org/entity/Q162729,4.264735986873899
http://www.wikidata.org/entity/Q171669,4.25350469218143
http://www.wikidata.org/entity/Q577757,4.236769928063819
http://www.wikidata.org/entity/Q222720,4.2298487997677245
http://www.wikidata.org/entity/Q24053277,4.227806037159498
http://www.wikidata.org/entity/Q892735,4.216461328919971
http://www.wikidata.org/entity/Q1125897,4.2112752879112625
http://www.wikidata.org/entity/Q211373,4.210278136592002
http://www.wikidata.org/entity/Q174699,4.19537226923617
http://www.wikidata.org/entity/Q107325,4.175423987624658
http://www.wikidata.org/entity/Q209170,4.173989441746386
http://www.wikidata.org/entity/Q183066,4.166530444962628
http://www.wikidata.org/entity/Q110203,4.161005319278439
http://www.wikidata.org/entity/Q174284,4.154396147840478
http://www.wikidata.org/entity/Q220735,4.134723855797574
http://www.wikidata.org/entity/Q106428,4.124766691618651
http://www.wikidata.org/entity/Q190956,4.1243657780738054
http://www.wikidata.org/entity/Q116845,4.123984039974299
http://www.wikidata.org/entity/Q2579784,4.102921239975255
http://www.wikidata.org/entity/Q1209853,4.075846434266522
http://www.wikidata.org/entity/Q182692,4.0641997834046535
http://www.wikidata.org/entity/Q211372,4.051097026803275
http://www.wikidata.org/entity/Q780469,4.050454100557858
http://www.wikidata.org/entity/Q622240,4.047363537927445
http://www.wikidata.org/entity/Q221249,4.046248820197942
http://www.wikidata.org/entity/Q24871,4.045928904546159
http://www.wikidata.org/entity/Q13255497,4.045081771527884
http://www.wikidata.org/entity/Q788822,4.044013452558603
http://www.wikidata.org/entity/Q6074,4.03998784915823
http://www.wikidata.org/entity/Q4430,4.03859431006894
http://www.wikidata.org/entity/Q826494,4.037674917559334
http://www.wikidata.org/entity/Q1130310,4.035069544600516
http://www.wikidata.org/entity/Q17738,4.005936112472618
http://www.wikidata.org/entity/Q209667,4.0014498701935475
http://www.wikidata.org/entity/Q19864603,4.001175325541196
http://www.wikidata.org/entity/Q200299,3.99187378767851
http://www.wikidata.org/entity/Q157879,3.991461096123206
http://www.wikidata.org/entity/Q471159,3.9902343819254162
http://www.wikidata.org/entity/Q133654,3.9896299405331996
http://www.wikidata.org/entity/Q62721520,3.9888889017985134
http://www.wikidata.org/entity/Q190643,3.9883438690723167
http://www.wikidata.org/entity/Q108006,3.981076990314313
http://www.wikidata.org/entity/Q1054036,3.980186476031866
http://www.wikidata.org/entity/Q274167,3.9714060300981053
http://www.wikidata.org/entity/Q733627,3.9611326596397016
http://www.wikidata.org/entity/Q110365,3.9582449189843363
http://www.wikidata.org/entity/Q320588,3.951494757665327
http://www.wikidata.org/entity/Q607179,3.949593327534799
http://www.wikidata.org/entity/Q212129,3.9473380914506193
http://www.wikidata.org/entity/Q141359,3.940090279250802
http://www.wikidata.org/entity/Q193577,3.9270733814025727
http://www.wikidata.org/entity/Q65066669,3.9132882382167673
http://www.wikidata.org/entity/Q105702,3.910349251825288
http://www.wikidata.org/entity/Q270510,3.9089745682337553
http://www.wikidata.org/entity/Q1167299,3.907177879017153
http://www.wikidata.org/entity/Q244448,3.902761268050395
http://www.wikidata.org/entity/Q105387,3.900444423740995
http://www.wikidata.org/entity/Q696057,3.898712964243957
http://www.wikidata.org/entity/Q747570,3.893525865645321
http://www.wikidata.org/entity/Q1061541,3.883686717125703
